Ia,Ib,Ic,Va,Vb,Vc,FaultType
50.56265496,-14.50157912,-39.35801794,0.31673748,0.294858384,-0.611595864,0
-29.4119309,-9.754756849,36.20077187,0.500348755,-0.51743505,0.017086295,0
50.5314508,-16.42744768,-37.27691658,0.325195306,0.285569323,-0.610764629,0
-47.43918043,9.781016637,34.44906388,0.374519145,-0.577101616,0.202582471,0
-71.20814536,56.08275211,11.77575499,-0.030780298,-0.495424557,0.526204855,0
-64.78020344,94.97443978,-27.75689809,-0.460888577,-0.042408803,0.50329738,0
-60.79549812,29.49627861,27.95826133,0.219979768,-0.580296983,0.360317215,0
4.977179713,-25.68239247,17.38824867,0.59190746,-0.280286529,-0.311620931,0
-31.58528048,-6.985671609,35.48821041,0.489468276,-0.525329832,0.035861556,0
-68.25976295,44.55966253,20.71760633,0.046813039,-0.533394729,0.48658169,0
-65.86311993,39.48273134,23.03621816,0.129657245,-0.560876754,0.431219509,0
53.13512632,-135.8392887,85.30238327,0.439437282,0.042142374,-0.481579656,0
-24.00549924,-12.93472047,33.85984722,0.527952848,-0.487729088,-0.04022376,0
6.907394247,-29.76815866,19.90537616,0.593320884,-0.274232266,-0.319088618,0
26.64168254,-31.14655222,1.440147225,0.553009955,-0.076524168,-0.476485787,0
52.85100775,16.82503238,-73.08995791,-0.016809158,0.547129815,-0.530320657,0
-70.72936415,54.42265051,13.20465462,-0.039247247,-0.491914071,0.531161318,0
46.21947052,-24.37612985,-20.60270706,0.46883122,0.097279092,-0.566110311,0
-72.0375509,60.26776839,8.298152085,-0.059851896,-0.479085978,0.538937874,0
12.65194417,-31.21655262,15.61092385,0.589518468,-0.223011046,-0.366507423,0
36.39406695,-24.95424828,-14.87421624,0.490609204,0.058595813,-0.549205017,0
-43.89325362,4.856902444,35.94945901,0.403487785,-0.570188806,0.166701021,0
-4.236004047,-21.00328485,21.79034083,0.585639068,-0.350564238,-0.23507483,0
-41.91836418,1.848309701,37.10014541,0.417598255,-0.566204716,0.148606461,0
14.52884501,-31.57708493,14.09512299,0.587060553,-0.205438204,-0.381622349,0
-27.88149103,-6.830285662,31.2556493,0.512901787,-0.500463515,-0.012438272,0
-42.38003112,6.145403684,32.77402682,0.422166582,-0.560571645,0.138405063,0
54.57777853,9.173053285,-66.79412876,0.022805325,0.524899127,-0.547704452,0
40.21589719,43.35310707,-86.60208196,-0.298447612,0.624425997,-0.325978385,0
55.13399318,-7.588821902,-50.47877039,0.190604937,0.411135947,-0.601740885,0
-67.61445076,42.59865323,22.03387664,0.065726751,-0.540980259,0.475253508,0
54.00302332,-10.20994754,-46.84310699,0.234280315,0.37445825,-0.608738565,0
21.37464108,-27.28483016,2.469704031,0.566657272,-0.120839387,-0.445817885,0
-51.05213267,92.1124948,-43.95030875,-0.532516951,0.009204836,0.523312116,0
-68.56012525,45.53538714,20.04195738,0.037333029,-0.529397223,0.492064193,0
39.57273663,45.89678799,-88.74499141,-0.299470455,0.625930197,-0.326459741,0
43.99543682,-23.76975852,-23.40286363,0.426636449,0.160420127,-0.587056576,0
-53.38346967,19.0876518,30.83162252,0.320020185,-0.583237729,0.263217544,0
-51.15611588,98.96431976,-51.26347799,-0.544600646,0.03204434,0.512556306,0
2.627776081,81.58153155,-87.34795084,-0.573958179,0.498732424,0.075225755,0
-70.86299546,55.98479199,11.89226786,-0.067244174,-0.476742466,0.54398664,0
-34.99267634,-2.003360874,33.66597771,0.471916962,-0.535714738,0.063797776,0
-30.58346507,-10.58381157,37.19803831,0.5274725,-0.419948173,-0.107524327,0
-63.02740232,86.27005189,-26.24037362,-0.418671891,-0.167885306,0.586557198,0
6.525795767,78.94083762,-88.60648335,-0.55843641,0.521074204,0.037362206,0
-33.73925307,93.51783992,-62.6743717,-0.605064084,0.205958817,0.399105267,0
24.29998656,62.87373059,-90.20067981,-0.45611113,0.598154257,-0.142043127,0
-23.71783184,92.70986657,-72.00448736,-0.618257089,0.302918389,0.3153387,0
3.774667294,84.28443421,-91.38046463,-0.568095394,0.512527011,0.055568384,0
38.92123268,46.87184394,-89.06822864,-0.307827301,0.626164681,-0.31833738,0
52.19364228,-16.99130342,-38.13960535,0.302143584,0.309459901,-0.611603485,0
-28.79997178,95.08723365,-69.41626772,-0.615201174,0.260780206,0.354420968,0
-13.61729213,88.11819352,-77.40253626,-0.613686078,0.382443385,0.231242693,0
-67.61040388,79.92710947,-15.31126233,-0.335285285,-0.264245102,0.599530387,0
41.39492343,144.8484807,-183.528877,0.496481618,0.04097267,-0.537454288,0
-62.62008803,33.7077332,31.34670748,-0.476297047,-0.042422719,0.518719766,0
-36.81840444,98.73067951,-65.28873503,-0.602866797,0.190755801,0.412110996,0
-62.45847353,91.57003598,-32.47668685,-0.440958291,-0.138241383,0.579199674,0
-55.14337756,96.1119452,-44.33757444,-0.514015601,-0.025846833,0.539862435,0
29.70704852,-26.75525552,-6.389083557,0.532711722,-0.0269703,-0.505741422,0
53.20997914,-5.552432197,-51.07994448,0.223988431,0.384432819,-0.60842125,0
-1.254294279,-25.78392636,23.96464947,0.589538253,-0.337692779,-0.251845475,0
-71.29220869,60.50998087,7.794857088,-0.114427807,-0.447821338,0.562249145,0
46.24497909,-24.88455105,-24.30164914,0.407522844,0.186562058,-0.594084902,0
40.74061961,156.8941377,-194.9198235,0.497526212,0.040798173,-0.538324385,0
-67.11498684,86.25437301,-22.50127854,-0.36840221,-0.227761004,0.596163214,0
14.50138985,-27.94636424,10.1311965,0.584086412,-0.194327943,-0.389758469,0
-68.89220239,47.06094542,18.61041621,0.045807245,-0.531915601,0.486108356,0
-71.87059814,69.04445515,-0.402135134,-0.180373988,-0.401061984,0.581435972,0
37.75737482,-27.34510294,-13.59251207,0.486364094,0.066511328,-0.552875421,0
15.45913194,-31.73420814,13.32224307,0.585609547,-0.196567876,-0.389041672,0
52.426091,-111.6452532,61.81996616,0.44684064,0.042259442,-0.489100083,0
-47.29132939,93.06884191,-48.66884812,-0.555280093,0.056775122,0.49850497,0
-71.92568173,63.01535124,5.684223367,-0.115435244,-0.446339793,0.561775038,0
-71.08014873,68.18460183,-0.094408819,-0.197583466,-0.388648594,0.58623206,0
-43.58710097,94.82830297,-54.24729227,-0.575173419,0.104809604,0.470363815,0
3.921043972,79.69668137,-86.63829499,-0.569783415,0.503764143,0.066019271,0
-45.71185835,9.72076047,32.52943453,0.394930703,-0.569982362,0.175051659,0
-20.76729668,-13.06454134,30.5065755,0.542990295,-0.464362,-0.078628295,0
54.26100822,16.13424597,-72.68926074,0.001651135,0.538261998,-0.539913133,0
-55.48239118,94.48078627,-42.24004141,-0.5080359,-0.036120358,0.544156258,0
39.51768898,48.5377944,-91.03119198,-0.300556966,0.627555783,-0.326998817,0
-67.45609637,43.84410453,20.14255533,0.101212945,-0.551413283,0.450200339,0
44.11913844,37.70838326,-84.98158589,-0.238595179,0.61934587,-0.380750691,0
48.6860763,-22.35665851,-29.26922591,0.371964259,0.2317035,-0.60366776,0
-59.3200386,-38.56971629,100.224023,-0.490856698,-0.041971795,0.532828493,0
-55.13722325,20.61910079,31.18005267,0.296402524,-0.585127608,0.288725084,0
55.13202268,11.5094937,-68.77020216,0.049057329,0.511790144,-0.560847473,0
-26.59277968,93.43897813,-69.85778269,-0.616571885,0.277389689,0.339182197,0
50.84895126,-17.68315399,-36.2190545,0.325700239,0.284826764,-0.610527004,0
52.04976795,-99.50381756,50.05608851,0.450376109,0.042302349,-0.492678458,0
-52.07534571,13.90094881,35.20077507,0.322105917,-0.586304981,0.264199064,0
33.75652027,-29.00971807,3.519859722,0.58322063,-0.156340194,-0.426880436,0
-71.94856429,60.73353273,7.863783434,-0.078257546,-0.468931841,0.547189387,0
49.03492969,27.78719232,-79.9792188,-0.147843039,0.598504767,-0.450661727,0
30.49089361,-26.6166177,-7.311245787,0.528559315,-0.01747937,-0.511079945,0
22.24523037,-27.30221261,1.616815533,0.56389561,-0.111572393,-0.452323216,0
-70.41390945,81.77297069,-14.83030169,-0.296144746,-0.302337179,0.598481924,0
23.1080777,-27.30394482,0.756019015,0.56099123,-0.1022726,-0.458718631,0
-19.78648349,-13.71363988,30.17518041,0.54666815,-0.458599522,-0.088068628,0
52.2609704,18.45297665,-73.63938163,-0.081222405,0.573938894,-0.492716489,0
3.355901321,-26.36131851,19.81292812,0.592208974,-0.297430454,-0.294778521,0
26.47782343,-27.15443771,-2.76195692,0.547961405,-0.064791437,-0.483169968,0
-68.58167136,83.76844481,-18.54737384,-0.33682993,-0.261973537,0.598803467,0
20.60532304,-31.13706277,7.464954859,0.573331639,-0.141592161,-0.431739478,0
-23.0642938,-10.36326508,29.97288877,0.5346732,-0.474717726,-0.059955474,0
48.36552275,30.43482268,-82.20969302,-0.148907682,0.600070437,-0.451162755,0
24.1704886,65.8877828,-93.45554668,-0.451131588,0.603167749,-0.152036162,0
-27.20410045,-9.515508007,33.51759407,0.513981583,-0.502051451,-0.011930132,0
43.79116048,39.00552418,-86.07435565,-0.239116774,0.620112932,-0.380996158,0
52.7227686,21.85591684,-77.04048946,-0.05537535,0.565813267,-0.510437916,0
41.31670908,-24.06734099,-20.5523358,0.451390927,0.123917089,-0.575308016,0
-0.990308963,86.06806859,-88.46624079,-0.585208466,0.482285859,0.102922608,0
38.84943533,49.51559046,-91.35450599,-0.308915683,0.627790006,-0.318874323,0
49.76568552,-17.63268626,-35.30652263,0.340809071,0.268339661,-0.609148732,0
-63.49937681,90.61399126,-30.47909221,-0.42723402,-0.156531047,0.583765067,0
33.19180865,52.93883511,-89.16080798,-0.37851143,0.620050896,-0.241539467,0
42.51618751,-23.29383199,-22.52468843,0.438974467,0.142615203,-0.58158967,0
-61.58139984,30.16797351,28.19784334,0.202838691,-0.578368836,0.375530144,0
-0.324973898,83.43666467,-86.24942922,-0.584150348,0.480729783,0.103420565,0
29.10418349,-30.91613386,-1.251888614,0.542190851,-0.04823815,-0.493952701,0
0.291155534,80.99988195,-84.19657894,-0.583170491,0.479288798,0.103881693,0
-28.83202821,-6.091051214,31.46666357,0.508152585,-0.505231263,-0.002921322,0
-32.85074308,97.00834468,-67.40798251,-0.610201069,0.226159854,0.384041216,0
-59.56012285,25.90690013,30.55979709,0.229773821,-0.582963886,0.353190064,0
-70.9189572,54.60509493,12.8428397,-0.002779773,-0.508987762,0.511767535,0
45.7357544,34.73273947,-83.62346752,-0.211852454,0.614627775,-0.402775321,0
-53.1816573,91.35543226,-41.06288851,-0.517309457,-0.019330243,0.5366397,0
39.42519654,-25.11866952,-17.61044715,0.469150852,0.095684368,-0.56483522,0
-20.11436323,-15.6468706,32.68204526,0.544028679,-0.465889055,-0.078139624,0
-53.48461535,15.83210775,34.67831416,0.306072465,-0.587173698,0.281101233,0
-62.84136798,31.89186673,27.85429138,0.176446504,-0.57395041,0.397503905,0
33.5266348,-25.90774892,-11.05457103,0.51062048,0.020556686,-0.531177166,0
34.43097818,53.99525054,-91.82774355,-0.35691544,0.625229102,-0.268313662,0
-72.63731565,66.60480333,2.560452785,-0.125894118,-0.438604312,0.56449843,0
-65.08212291,87.20824558,-25.36247729,-0.398041398,-0.193354283,0.591395682,0
-38.57292876,1.319384739,33.92220417,0.44822957,-0.549673897,0.101444327,0
-12.52621026,-19.22779924,28.55660769,0.569021734,-0.415812149,-0.153209585,0
47.83665439,-16.68372856,-34.58085236,0.362499082,0.243614743,-0.606113824,0
53.09960392,-14.98486807,-41.05115561,0.277402654,0.334161027,-0.611563681,0
13.51147175,72.64631029,-89.18125593,-0.525637742,0.554625206,-0.028987464,0
50.64045309,24.15987817,-78.08273058,-0.101603729,0.583460936,-0.481857206,0
-70.67926385,67.81123551,-0.009447339,-0.206149051,-0.382248885,0.588397936,0
46.56383472,32.49100882,-82.09112929,-0.202335169,0.612022455,-0.409687286,0
-12.91216261,92.32698399,-82.79939972,-0.613116573,0.4004658,0.212650773,0
51.58312901,21.61402666,-76.60944133,-0.064334151,0.569105254,-0.504771103,0
-18.18313355,92.08641627,-77.03559807,-0.618091894,0.352760518,0.265331376,0
-71.96474974,63.89994219,4.83839038,-0.124805993,-0.440204362,0.565010354,0
-65.95981198,39.1559313,23.58551523,0.12092487,-0.558918725,0.437993855,0
23.31822743,66.7566127,-93.47178942,-0.457672482,0.600450391,-0.142777909,0
0.980444392,84.84402344,-89.21359982,-0.578553388,0.494404219,0.084149169,0
-70.3561167,52.53519738,14.71945648,-0.02021726,-0.501884158,0.522101418,0
48.38036753,-21.14758404,-30.2878018,0.371478077,0.232418483,-0.60389656,0
3.675359667,-27.62476754,20.87731325,0.592717021,-0.298177591,-0.29453943,0
27.64252755,-28.43882558,-2.512706309,0.544902099,-0.056166934,-0.488735165,0
-45.52407595,6.671244171,35.76534624,0.389457416,-0.574313572,0.184856155,0
53.73303778,-6.151445559,-50.87473434,0.215755543,0.391203289,-0.606958833,0
-9.418400013,-13.76064162,32.27415786,0.563599537,-0.371263685,-0.192335852,0
14.1573445,-26.5835838,8.983218029,0.583538415,-0.19352206,-0.390016354,0
29.8954993,59.60950285,-92.90455989,-0.40242144,0.61813492,-0.21571348,0
15.37328473,71.10934756,-89.50668736,-0.515252713,0.5632486,-0.047995887,0
-32.50919788,-6.196370064,35.62252998,0.484086665,-0.529436901,0.045350235,0
-50.62120318,93.52314146,-45.90542965,-0.537808979,0.019426902,0.518382077,0
48.0196004,29.51173232,-80.56849399,-0.17501795,0.605545476,-0.430527526,0
-69.30877245,73.94085306,-7.511769409,-0.276572462,-0.322051188,0.59862365,0
-63.99969632,90.11544789,-29.47990605,-0.420218169,-0.16561134,0.585829509,0
-45.71726893,93.34337607,-50.51799852,-0.563455021,0.075752612,0.487702409,0
50.38883831,-20.09724385,-33.2302727,0.341800098,0.266882251,-0.608682349,0
-66.29447281,40.47950143,22.47047956,0.120392647,-0.558136034,0.437743387,0
39.90049414,44.6005189,-87.65295614,-0.298949211,0.625163651,-0.32621444,0
44.67114297,36.71730707,-84.54281735,-0.229733601,0.617920672,-0.388187071,0
53.24232173,-11.60006038,-42.36736975,0.306907659,0.304920808,-0.611828467,0
52.74902214,-11.83079346,-44.08900835,0.268019768,0.343697676,-0.611717444,0
-67.26550214,80.56655448,-16.29589688,-0.343302536,-0.255791633,0.599094169,0
54.90703505,4.974045914,-63.04546792,0.079059082,0.492037556,-0.571096638,0
-68.87030051,46.76212496,19.00850056,0.036839744,-0.528671794,0.49183205,0
-68.56457134,85.78850949,-20.69413589,-0.345403367,-0.25270247,0.598105837,0
-60.21927989,93.31475021,-36.46188839,-0.467130254,-0.101209113,0.568339367,0
33.77587251,-30.03592194,-6.802023385,0.516881842,0.008718762,-0.525600604,0
43.55418216,38.69832722,-85.40627046,-0.247401173,0.620623086,-0.373221913,0
7.667362807,81.54964959,-92.51938322,-0.551491234,0.533890483,0.017600751,0
53.1448778,-8.386822361,-48.05214714,0.241909466,0.368222111,-0.610131578,0
-57.87421395,-76.84921486,137.1549009,-0.496630264,-0.041802792,0.538433056,0
-30.40294,97.89289809,-70.86868943,-0.615098946,0.25357045,0.361528496,0
43.01057144,-105.7343829,65.56997745,0.511216839,0.003798127,-0.515014966,0
-62.98559356,91.09889356,-31.47810107,-0.434147963,-0.147406978,0.581554941,0
-15.22302811,90.9569635,-78.86715393,-0.615744651,0.376232084,0.239512567,0
-64.52588945,96.08785666,-29.22233693,-0.460803014,-0.04230366,0.503106674,0
47.27165806,-19.11751421,-31.45362171,0.377756231,0.225001961,-0.602758192,0
-66.96581196,79.38128144,-15.29737309,-0.342825925,-0.25649254,0.599318465,0
-11.53061466,-19.77658102,28.11010112,0.571570264,-0.409145853,-0.162424411,0
49.1329451,-21.8111622,-30.26130851,0.364560882,0.240582647,-0.605143529,0
-39.36267712,95.00858421,-58.65344218,-0.591120696,0.151609784,0.439510912,0
25.26351143,-32.43521645,4.221991808,0.560013795,-0.0959849,-0.464028895,0
-72.16996072,61.19241341,7.505836638,-0.069338604,-0.473662508,0.543001112,0
-38.91719946,2.689303123,32.76838283,0.447678655,-0.548863743,0.101185088,0
35.34187194,54.35383288,-92.74575555,-0.349579534,0.62671917,-0.277139636,0
28.37877241,62.76905952,-94.29067078,-0.41740932,0.615415047,-0.198005727,0
-66.77985129,41.14500374,22.41586346,0.102298502,-0.553009639,0.450711137,0
-50.51051255,13.52998534,33.77019344,0.344529467,-0.582408964,0.237879497,0
33.49503153,51.73959146,-88.15051432,-0.3780292,0.619341727,-0.241312527,0
-17.81698719,-14.97568708,29.46837032,0.553607949,-0.446721278,-0.106886671,0
54.08325327,9.418641572,-66.91842345,0.059139545,0.505288518,-0.564428063,0
4.890474122,82.25136215,-90.53227022,-0.563579831,0.517227997,0.046351834,0
-59.62749477,93.71543099,-37.45467777,-0.473397836,-0.091869991,0.565267828,0
-56.78222537,-87.59908519,146.6206395,-0.498087772,-0.041539393,0.539627165,0
28.11081034,-26.98597715,-4.562764502,0.540610486,-0.045914059,-0.494696427,0
29.44498492,59.18066999,-91.89671772,-0.409140439,0.615639463,-0.206499024,0
-1.906037185,-23.20630535,21.79314629,0.588501762,-0.336168508,-0.252333254,0
-43.7190327,6.548357039,33.83741434,0.409308792,-0.566377311,0.157068518,0
-25.96680477,-8.276644654,30.78790205,0.522008592,-0.490542889,-0.031465703,0
-68.44116677,251.3993827,-180.6063,-0.407823367,-0.041072549,0.448895916,0
36.73748262,-26.31350602,-13.72916706,0.49115578,0.057792018,-0.548947798,0
53.77056459,12.65461263,-69.7113641,0.012275139,0.531579436,-0.543854575,0
10.12836489,-28.3169923,14.9982853,0.590386016,-0.238880572,-0.351505444,0
17.58861856,-29.63685271,8.86034393,0.579377233,-0.168183561,-0.411193672,0
-17.48434526,-16.29127237,30.57667903,0.554136961,-0.447499247,-0.106637714,0
-71.83124718,73.63167263,-5.156507765,-0.217161097,-0.372082278,0.589243376,0
-59.02320272,94.10171131,-38.44557366,-0.479552123,-0.082503044,0.562055167,0
-69.91942234,76.35596615,-9.546363576,-0.277543606,-0.320623017,0.598166623,0
21.71851898,-28.64656681,3.616816685,0.567204848,-0.121644651,-0.445560197,0
47.26106159,22.98077354,-67.53361892,0.479306799,0.042155903,-0.521462702,0
54.23846007,11.03756096,-68.31873309,0.003790878,0.53511538,-0.538906258,0
54.31048337,-8.138783188,-47.19612335,0.26576671,0.346090838,-0.611857548,0
38.07560807,-28.60370719,-12.53220854,0.486870193,0.065767055,-0.552637248,0
-20.47042507,94.05446741,-76.83848659,-0.619428737,0.337460022,0.281968716,0
21.05422274,67.97228876,-92.29443225,-0.476092119,0.590648749,-0.11455663,0
-32.82979363,-4.928423023,34.55435538,0.48357681,-0.528687103,0.045110293,0
-7.135330671,90.80963273,-87.03957217,-0.602332971,0.444073556,0.158259415,0
-30.05947318,93.00595979,-65.84338484,-0.611761381,0.241763409,0.369997972,0
54.83083656,13.34404504,-70.36581536,0.03012889,0.522750888,-0.552879778,0
55.51544916,-4.354617283,-54.0933035,0.15436189,0.439315551,-0.593677442,0
-72.28278207,74.20938114,-5.39867858,-0.208722443,-0.378464647,0.58718709,0
-63.66306973,88.78410018,-28.35831827,-0.419682819,-0.16639863,0.586081449,0
-34.6594588,-3.321222613,34.77620427,0.472446889,-0.536494053,0.064047163,0
51.88819768,-15.78327366,-39.15730109,0.301657821,0.310174266,-0.611832088,0
0.948085268,-16.76910884,27.96192999,0.578177889,-0.341458755,-0.236719134,0
27.13526648,59.04565057,-89.09456745,-0.435684468,0.605165557,-0.16948109,0
54.34823273,4.994333158,-62.76072569,0.106093833,0.475213945,-0.581307777,0
41.65306952,-28.20825636,-16.38829642,0.458946009,0.112295761,-0.57124177,0
50.55461727,23.57566133,-77.16919165,-0.11936464,0.588701033,-0.469336393,0
54.5093237,7.167611779,-64.96501778,0.06911975,0.498707048,-0.567826798,0
48.76789444,-13.80595768,-32.25640032,0.471808595,0.042309175,-0.51411777,0
-61.15774528,-3.181119877,66.7718962,-0.484144417,-0.042314202,0.526458618,0
5.948823833,-25.97703899,16.71156983,0.591796431,-0.271990396,-0.319806035,0
53.68008488,13.62288234,-70.22980785,-0.033784452,0.553298126,-0.519513674,0
35.6936178,-25.21536527,-13.91297225,0.495802131,0.04909396,-0.544896091,0
52.18981241,-13.20230803,-42.15889356,0.284733507,0.327459008,-0.612192515,0
-67.16706172,84.32105032,-20.38878849,-0.360100478,-0.237198158,0.597298636,0
54.12130338,-8.84534192,-46.2295535,0.27413761,0.338008822,-0.612146432,0
22.92038869,-29.97410764,3.86766642,0.564970015,-0.113152416,-0.451817599,0
43.01462933,-27.642688,-12.62375449,0.517586728,0.011887896,-0.529474625,0
-46.01678636,6.366023123,36.67942673,0.382783789,-0.576879196,0.194095407,0
-45.84513397,7.941019291,34.69563152,0.388946825,-0.573562693,0.184615868,0
-9.589435982,89.60349031,-83.27194076,-0.607563601,0.421510909,0.186052692,0
53.9186841,12.66857802,-69.51438405,-0.024271623,0.548769629,-0.524498006,0
-58.11638338,25.91244643,28.73809522,0.262561342,-0.583660825,0.321099483,0
55.64087916,-0.118347324,-58.45359469,0.1081497,0.472190574,-0.580340273,0
-28.77980318,-9.294548345,34.99249851,0.504864066,-0.512206806,0.00734274,0
54.27868044,1.590766149,-59.28891091,0.143136,0.449129516,-0.592265515,0
37.09130621,-29.54313239,-1.174516609,0.569934902,-0.110507709,-0.459427193,0
26.83227652,60.24397308,-90.10408508,-0.436166326,0.605874182,-0.169707856,0
-62.83874783,88.00122441,-28.27797992,-0.426183396,-0.158076101,0.584259498,0
-49.43929524,95.15683352,-48.83933552,-0.547544101,0.03919299,0.508351111,0
-30.04085664,-7.267369372,34.10528831,0.499348549,-0.51596414,0.016615591,0
40.35510306,-23.07392412,-20.71364041,0.456881433,0.115331937,-0.57221337,0
-55.51374088,18.75674384,33.78194597,0.281437721,-0.587355986,0.305918265,0
-54.80626612,94.77867794,-43.21436969,-0.513479479,-0.026635258,0.540114737,0
-59.01936275,26.51604169,29.16332595,0.246050488,-0.583249384,0.337198896,0
-38.87395103,100.2103059,-64.77556725,-0.598616015,0.173219327,0.425396688,0
-67.75925491,203.5417986,-133.3374335,-0.426126633,-0.041721824,0.467848457,0
27.15270762,-29.82505121,-0.512178349,0.549035294,-0.066370701,-0.482664593,0
-66.05200108,84.23378775,-21.29519485,-0.37503169,-0.220593204,0.595624894,0
20.01980183,-32.28698832,9.315771913,0.576149454,-0.151465096,-0.424684358,0
-71.21458905,73.87700866,-5.892559751,-0.234461959,-0.358181827,0.592643786,0
18.71122445,69.16465064,-91.01965023,-0.493506022,0.579611175,-0.086105154,0
51.00445244,-74.98673625,26.68256506,0.456975239,0.042355867,-0.499331106,0
-10.93986447,88.01051267,-80.08686673,-0.610036592,0.405552989,0.204483604,0
6.572636448,-24.89285947,14.87468727,0.59098751,-0.262815569,-0.328171941,0
48.26959529,-16.12572689,-35.57147025,0.35500289,0.252438741,-0.607441631,0
49.03118615,-16.91125596,-35.41813993,0.347960957,0.260403608,-0.608364565,0
-56.79776125,22.23338761,31.35126194,0.272074959,-0.585642194,0.313567235,0
-63.82592629,86.99112064,-26.28009892,-0.412051718,-0.176190374,0.588242093,0
-71.28944466,70.22449358,-2.042478692,-0.207119449,-0.380821812,0.587941261,0
-1.313498817,84.03032927,-85.85426737,-0.587267099,0.47449929,0.112767809,0
44.98678849,35.46893637,-83.49113535,-0.229231617,0.617182451,-0.387950834,0
-57.11643458,92.21541873,-38.217483,-0.490463128,-0.065241462,0.55570459,0
-70.24280169,77.63492128,-10.62381224,-0.278057889,-0.31986671,0.597924599,0
-56.78789637,-21.20206969,27.7521717,0.409327203,-0.517252991,0.107925788,0
-34.42528301,-1.442472003,32.40963131,0.476991972,-0.53106974,0.054077769,0
-34.93543642,-4.992661832,36.96047167,0.467702157,-0.541663837,0.07396168,0
-25.28946709,-10.96135545,33.04942355,0.52308818,-0.49213052,-0.03095766,0
